序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
185,APL-8-1-1,是否输血及成份血,字符串,是,"例:""UTD""",默认初始化值:UTD见,APL-8-1-1选择代码表,,,
186,APL-8-1-2,输血及成份血指征,数组,参考备注,"例:[""a"",""b""]","是否输血及成份血(APL-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-8-1-2选择代码表,
187,APL-8-1-2-1,输血及成份血指其他征,字符串,参考备注,"例:""填写文字说明""","输血及成份血指征(APL-8-1-2)等于""其他指证""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
188,APL-8-1-3,临床用血类别与输血量,数组,参考备注,"例:[""a"",""b""]","是否输血及成份血(APL-8-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-8-1-3选择代码表,
189,APL-8-1-3-1,全血 输血量(ml),数值,参考备注,例:10,"临床用血类别与输血量(APL-8-1-3)等于""全血""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
190,APL-8-1-3-2,成份血 输血量(ml),数值,参考备注,例:10,"临床用血类别与输血量(APL-8-1-3)等于""成份血""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
191,APL-8-1-3-3,血浆 输血量(ml),数值,参考备注,例:10,"临床用血类别与输血量(APL-8-1-3)等于""血浆""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
192,APL-8-1-3-4,其他 用血类别,字符串,参考备注,"例:""填写文字说明""","临床用血类别与输血量(APL-8-1-3)等于""其他""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
193,APL-8-1-3-5,其他 输血量(ml),数值,参考备注,例:10,"临床用血类别与输血量(APL-8-1-3)等于""其他""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
194,APL-8-2-1,是否使用造血生长因子,字符串,是,"例:""UTD""",默认初始化值:UTD见,APL-8-2-1选择代码表,,,
195,APL-8-2-2,造血生长因子指征,数组,参考备注,"例:[""a"",""oth""]","是否使用造血生长因子(APL-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-8-2-2选择代码表,
196,APL-8-2-2-1,造血生长因子其他指征,字符串,参考备注,"例:""填写文字说明""","造血生长因子指征(APL-8-2-2)等于""其他指证""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
197,APL-8-2-3,使用制剂名称,数组,参考备注,"例:[""a"",""oth""]","是否使用造血生长因子(APL-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-8-2-3选择代码表,
198,APL-8-2-3-1,使用其他制剂名称,字符串,参考备注,"例:""填写文字说明""","使用制剂名称(APL-8-2-3)等于""其他制剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
199,CM-7-1-1,术前健康教育,数组,是,"例:[""a"",""b""]",见,CM-7-1-1选择代码表,,,
200,APL-9-1-1-1,术前其他健康教育,字符串,参考备注,"例:""填写文字说明""","术前健康教育(CM-7-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,
201,CM-7-1-2,术后健康教育,数组,是,"例:[""a"",""b""]",见,CM-7-1-2选择代码表,,,
202,APL-9-1-2-1,术后其他健康教育,字符串,参考备注,"例:""填写文字说明""","术后健康教育(CM-7-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,,
203,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,CM-7-2-1选择代码表,,,
204,APL-9-2-1-1,其他告知患者出院时风险因素,字符串,参考备注,"例:""填写文字说明""","交与患者“出院小结”的副本告知患者出院时风险因素(CM-7-2-1)等于""其他""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
205,CM-7-2-2,出院带药,数组,是,"例:[""a"",""b""]",见,CM-7-2-2选择代码表,,,
206,APL-9-2-2-1,出院带药其他,字符串,参考备注,"例:""填写文字说明""","出院带药(CM-7-2-2)等于""其他""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
207,CM-7-2-3,告知何为发生紧急意外情况或者疾病复发,数组,是,"例:[""a"",""b""]",见,CM-7-2-3选择代码表,,,
208,APL-9-2-3-1,其他发生紧急意外情况或者疾病复发,字符串,参考备注,"例:""填写文字说明""","告知何为发生紧急意外情况或者疾病复发(CM-7-2-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
209,CM-7-2-4,告知发生紧急意外情况或者疾病复发如何救治及前途经,数组,是,"例:[""a"",""b""]",见,CM-7-2-4选择代码表,,,
210,APL-9-2-4-1,其他发生紧急意外情况或者疾病复发如何救治及前途经,字符串,参考备注,"例:""填写文字说明""","告知发生紧急意外情况或者疾病复发如何救治及前途经(CM-7-2-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
211,CM-7-2-5,出院时教育与随访,数组,是,"例:[""a"",""b""]",见,CM-7-2-5选择代码表,,,
212,APL-9-2-5-1,其他教育与随访,字符串,参考备注,"例:""填写文字说明""","出院时教育与随访(CM-7-2-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
213,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
214,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
215,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
216,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
217,CM-5-1,患儿家长是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
218,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
219,CM-5-2-2,患儿家长推荐,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
220,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
221,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
222,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
223,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,
224,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,
225,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,
226,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,
227,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,
228,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
229,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
230,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
231,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
232,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
233,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
234,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
235,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
236,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
237,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
238,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
239,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
240,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
241,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
242,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
243,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
244,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
245,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
246,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
247,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
248,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
249,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
250,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
251,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
252,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
253,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
254,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
255,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
256,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
