序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,,
246,DPD-4-2-3-5,4季度/前白蛋白检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-3-5选择代码表,,
247,DPD-4-2-3-6,前白蛋白检验完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/前白蛋白检验完成情况(DPD-4-2-3-5)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
248,DPD-4-2-3-7,4季度/β2微球蛋白检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-3-7选择代码表,,
249,DPD-4-2-3-8,β2微球蛋白检验完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/β2微球蛋白检验完成情况(DPD-4-2-3-7)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
250,DPD-4-2-3-9,4季度/C反应蛋白检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-3-9选择代码表,,
251,DPD-4-2-3-10,C反应蛋白检验完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/C反应蛋白检验完成情况(DPD-4-2-3-9)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
252,DPD-4-2-3-11,4季度/血清铁蛋白检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-3-11选择代码表,,
253,DPD-4-2-3-12,血清铁蛋白检验完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/血清铁蛋白检验完成情况(DPD-4-2-3-11)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
254,DPD-4-2-3-13,4季度/转铁蛋白饱和度检验完成情况,字符串,参考备注,"例:""a""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-2-3-13选择代码表,,
255,DPD-4-2-3-14,转铁蛋白饱和度检验完成日期,字符串,参考备注,"例:""1970-01-01""","4季度/转铁蛋白饱和度检验完成情况(DPD-4-2-3-13)等于""完成""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
256,DPD-4-3-1-2,血压SBP,数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
257,DPD-4-3-1-3,血压DBP,数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
258,DPD-4-3-1-4,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
259,DPD-4-3-1-5,高血压是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-3-1-5选择代码表,,
260,DPD-4-3-2-1,是否有抗高血压药治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;","高血压是否达标(DPD-4-3-1-5)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-3-2-1选择代码表,
261,DPD-4-3-2-2,抗高血压药治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有抗高血压药治疗医嘱(DPD-4-3-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
262,DPD-4-3-2-3,抗高血压药,数组,参考备注,"例:[""a"",""b""]","是否有抗高血压药治疗医嘱(DPD-4-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-3-2-3选择代码表,,
263,DPD-4-3-2-4,其他抗高血压药,字符串,参考备注,"例:""填写文字说明""","抗高血压药(DPD-4-3-2-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
264,DPD-4-4-1-1,血红蛋白,数组,参考备注,"例:[""a""]","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-1-1选择代码表,,
265,DPD-4-4-1-2,血红蛋白检测值(g/L ),数值,参考备注,例:10,"血红蛋白(DPD-4-4-1-1)等于""血常规 血红蛋白检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
266,DPD-4-4-1-3,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
267,DPD-4-4-1-4,血红蛋白是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-1-4选择代码表,,
268,DPD-4-4-2-1,是否有ESA治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;","血红蛋白是否达标(DPD-4-4-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-2-1选择代码表,
269,DPD-4-4-2-2,ESA治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有ESA治疗医嘱(DPD-4-4-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
270,DPD-4-4-2-3,ESA治疗药物,数组,参考备注,"例:[""a"",""b""]","是否有ESA治疗医嘱(DPD-4-4-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-2-3选择代码表,,
271,DPD-4-4-2-4,ESA治疗其他药物,字符串,参考备注,"例:""填写文字说明""","ESA治疗药物(DPD-4-4-2-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
272,DPD-4-4-3-1,是否有铁剂治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;","血红蛋白是否达标(DPD-4-4-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-3-1选择代码表,
273,DPD-4-4-3-2,铁剂治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有铁剂治疗医嘱(DPD-4-4-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
274,DPD-4-4-3-3,铁剂治疗选择,字符串,参考备注,"例:""a""","是否有铁剂治疗医嘱(DPD-4-4-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-3-3选择代码表,,
275,DPD-4-4-3-4,口服铁剂治疗药物,数组,参考备注,"例:[""a"",""b""]","铁剂治疗选择(DPD-4-4-3-3)等于""口服铁剂治疗药物""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-3-4选择代码表,,
276,DPD-4-4-3-5,口服铁剂治疗其他药物,字符串,参考备注,"例:""填写文字说明""","口服铁剂治疗药物(DPD-4-4-3-4)等于""其他口服铁剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
277,DPD-4-4-3-6,静脉铁剂治疗药物,数组,参考备注,"例:[""a"",""b""]","铁剂治疗选择(DPD-4-4-3-3)等于""静脉铁剂治疗药物""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-4-3-6选择代码表,,
278,DPD-4-4-3-7,静脉铁剂治疗其他药物,字符串,参考备注,"例:""填写文字说明""","静脉铁剂治疗药物(DPD-4-4-3-6)等于""其他静脉铁剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
279,DPD-4-5-1-1,检验情况,数组,参考备注,"例:[""a"",""b""]","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-1-1选择代码表,,
280,DPD-4-5-1-2,血总钙检测值(mmol/L),数值,参考备注,例:10,"检验情况(DPD-4-5-1-1)等于""血总钙检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
281,DPD-4-5-1-3,血磷检测值(mmol/L),数值,参考备注,例:10,"检验情况(DPD-4-5-1-1)等于""血磷检测""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
282,DPD-4-5-1-4,IPTH检测值(pg/ml),数值,参考备注,例:10,"检验情况(DPD-4-5-1-1)等于""IPTH检测""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
283,DPD-4-5-1-5,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
284,DPD-4-5-1-6,血总钙是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-1-6选择代码表,,
285,DPD-4-5-1-7,血磷是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-1-7选择代码表,,
286,DPD-4-5-1-8,全段甲状旁腺激素（IPTH）是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-1-8选择代码表,,
287,DPD-4-5-2-1,是否有MBD干预药治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-1选择代码表,,
288,DPD-4-5-2-2,MBD干预药治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有MBD干预药治疗医嘱(DPD-4-5-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
289,DPD-4-5-2-3,MBD干预药选择,数组,参考备注,"例:[""a"",""b""]","是否有MBD干预药治疗医嘱(DPD-4-5-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-3选择代码表,,
290,DPD-4-5-2-4,MBD干预药_维生素D及衍生物,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-4-5-2-3)等于""维生素D及衍生物""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-4选择代码表,,
291,DPD-4-5-2-5,其他维生素D及衍生物,字符串,参考备注,"例:""填写文字说明""","MBD干预药_维生素D及衍生物(DPD-4-5-2-4)等于""其他维生素D及衍生物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
292,DPD-4-5-2-6,MBD干预药_含钙的磷结合剂,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-4-5-2-3)等于""含钙的磷结合剂""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-6选择代码表,,
293,DPD-4-5-2-7,其他含钙的磷结合剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_含钙的磷结合剂(DPD-4-5-2-6)等于""其他含钙的磷结合剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
294,DPD-4-5-2-8,MBD干预药_含铝的磷结合剂,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-4-5-2-3)等于""含铝的磷结合剂""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-8选择代码表,,
295,DPD-4-5-2-9,其他含铝的磷结合剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_含铝的磷结合剂(DPD-4-5-2-8)等于""其他含铝的磷结合剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
296,DPD-4-5-2-10,MBD干预药_不含钙铝的磷结合剂,数组,参考备注,"例:[""a"",""b""]","MBD干预药选择(DPD-4-5-2-3)等于""不含钙铝的磷结合剂""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-10选择代码表,,
297,DPD-4-5-2-11,其他不含钙铝的磷结合剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_不含钙铝的磷结合剂(DPD-4-5-2-10)等于""其他不含钙铝的磷结合剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
298,DPD-4-5-2-12,MBD干预药_拟钙剂,数组,参考备注,"例:[""a"",""oth""]","MBD干预药选择(DPD-4-5-2-3)等于""拟钙剂""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-5-2-12选择代码表,,
299,DPD-4-5-2-13,其他拟钙剂,字符串,参考备注,"例:""填写文字说明""","MBD干预药_拟钙剂(DPD-4-5-2-12)等于""其他拟钙剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
300,DPD-4-6-1-1,血清白蛋白,数组,参考备注,"例:[""a""]","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-6-1-1选择代码表,,
301,DPD-4-6-1-2,血清白蛋白检测值(g/L ),数值,参考备注,例:10,"血清白蛋白(DPD-4-6-1-1)等于""血清白蛋白检测""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
302,DPD-4-6-1-3,项目完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
303,DPD-4-6-1-4,血清白蛋白是否达标,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-6-1-4选择代码表,,
304,DPD-4-6-2-1,是否有营养支持药物治疗医嘱,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;","血清白蛋白是否达标(DPD-4-6-1-4)等于""不达标""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-6-2-1选择代码表,
305,DPD-4-6-2-2,营养支持药物治疗医嘱起始日期,字符串,参考备注,"例:""1970-01-01""","是否有营养支持药物治疗医嘱(DPD-4-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
306,DPD-4-6-2-3,营养支持药物,数组,参考备注,"例:[""a"",""b""]","是否有营养支持药物治疗医嘱(DPD-4-6-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-6-2-3选择代码表,,
307,DPD-4-6-2-4,其他营养支持药物,字符串,参考备注,"例:""填写文字说明""","营养支持药物(DPD-4-6-2-3)等于""其他营养支持药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,,
308,DPD-4-7-1-2,身高(cm),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
309,DPD-4-7-1-3,体重(kg),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
310,DPD-4-7-1-4,体重指数(BMI),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,体重指数应大于等于0,,,
311,DPD-4-7-1-5,体表面积(m²),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,,
312,DPD-4-7-1-6,总体水(V),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,总体水填写值应大于等于0,,,
313,DPD-4-7-1-7,血尿素氮(mmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,血尿素氮填写值应大于等于0,,,
314,DPD-4-7-1-8,血肌酐(μmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
315,DPD-4-7-1-9,24小时尿量(L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
316,DPD-4-7-1-10,24小时尿中尿素氮(mmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
317,DPD-4-7-1-11,24小时尿肌酐(μmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
318,DPD-4-7-1-12,24小时腹透液排出总量(L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
319,DPD-4-7-1-13,24小时透出液尿素氮(mmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
320,DPD-4-7-1-14,24小时透出液肌酐(μmoL/L),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
321,DPD-4-7-1-18,每周透析天数(天),数值,参考备注,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
322,DPD-4-7-1-15,每周总Kt/V尿素清除指数,数值,否,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时可填写;",,,,,
323,DPD-4-7-1-16,总内生肌酐清除率（Ccr）,数值,否,例:10,"请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时可填写;",,,,,
324,DPD-4-7-1-17,完成日期,字符串,参考备注,"例:""1970-01-01""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
325,DPD-4-8-1-1,是否有腹膜炎,字符串,参考备注,"例:""y""","请选择上报季度(DPD-0-1-10)等于""第四季度""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-8-1-1选择代码表,,
326,DPD-4-8-1-2,报告的日期,字符串,参考备注,"例:""1970-01-01""","是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,,
327,DPD-4-8-1-3,感染类型,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-8-1-3选择代码表,,
328,DPD-4-8-1-4,病原检出,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-8-1-4选择代码表,,
329,DPD-4-8-1-5,培养结果,字符串,参考备注,"例:""a""","是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,DPD-4-8-1-5选择代码表,,
330,DPD-4-8-2-1,腹膜炎患者透析龄(月),数值,参考备注,例:10,"是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,腹膜炎患者透析龄填写值应大于等于0,,,
331,DPD-4-8-2-2,腹膜炎患者透析次数(次),数值,参考备注,例:10,"是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,腹膜炎患者透析次数填写值应大于等于0,,,
,DPD-4-8-2-3,患者腹膜炎次数（月/次）,数值,参考备注,例:10,"是否有腹膜炎(DPD-4-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他费要≥0,,,
